,n1,rel,n20|is the quality of a statement being true or accurate|defines|Truth
675|: A reason merely explains something|opposed|: An excuse justifies the fault
676|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|: A reason merely explains something
677|A simply refers to a cause or explanation . It explains why someone did something or why something happened|Based_on|: An excuse justifies the fault
678|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|: A reason merely explains something
679|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|Based_on|: An excuse justifies the fault
680|: A reason simply refers to a cause or explanation|defines|Reason
681|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
682|: A reason merely explains something|defines|Reason
683|: An excuse justifies the fault|defines|Excuse
684|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
685|: A reason merely explains something|opposed|: An excuse justifies the fault
686|: A reason simply refers to a cause or explanation|Based_on|: A reason merely explains something
687|: A reason simply refers to a cause or explanation|Based_on|: An excuse justifies the fault
688|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: A reason merely explains something
689|: An excuse is a type of reason that specifically justifies or defends a fault|Based_on|: An excuse justifies the fault
690|: A reason merely explains something|defines|Reason
691|: An excuse justifies the fault|defines|Excuse
692|: A reason simply refers to a cause or explanation|defines|Reason
693|: An excuse is a type of reason that specifically justifies or defends a fault|defines|Excuse
694|: A reason merely explains something|opposed|: An excuse justifies the fault
695|: A reason simply refers to a cause or explanation|opposed|: An excuse is a type of reason that specifically justifies or defends a fault
696|: A reason merely explains something|Based_on|: A reason simply refers to a cause or explanation
697|: A reason merely explains something|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
698|: An excuse justifies the fault|Based_on|: A reason simply refers to a cause or explanation
699|: An excuse justifies the fault|Based_on|: An excuse is a type of reason that specifically justifies or defends a fault
700|: The main function is not to justify , but to explain|defines|Reason
701|: The main function is to justify or defend a fault|defines|Excuse
702|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
703|A in an argument is the main point the arguer is trying to prove|defines|conclusion
704|: The main function is not to justify , but to explain|opposed|: The main function is to justify or defend a fault
705|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
706|: The main function is not to justify , but to explain|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
707|: The main function is not to justify , but to explain|Based_on|A in an argument is the main point the arguer is trying to prove
708|: The main function is to justify or defend a fault|Based_on|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise
709|: The main function is to justify or defend a fault|Based_on|A in an argument is the main point the arguer is trying to prove
710|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
711|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
712|A simply refers to a cause or explanation . It explains why someone did something or why something happened|defines|reason
713|An , on the other hand , is also a type of reason that specifically justifies or defends a fault|defines|excuse
714|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
715|A simply refers to a cause or explanation . It explains why someone did something or why something happened|opposed|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
716|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
717|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
718|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|A simply refers to a cause or explanation . It explains why someone did something or why something happened
719|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|Based_on|An , on the other hand , is also a type of reason that specifically justifies or defends a fault
720|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|defines|Reason
721|has nothing to do with judgment , conception , reasoning and intuition for that matter|defines|cause
722|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|defines|cause
723|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision|defines|reason
724|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|opposed|has nothing to do with judgment , conception , reasoning and intuition for that matter
725|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause|opposed|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
726|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
727|has special application in the subject of philosophy . Reason is the faculty or the capacity of the human mind by which it is distinguished from the intelligence of the lower animals . Hence reason includes judgment , conception , reasoning and intuition too|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
728|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|A is the one that produces the effect . For example you can say that a typical virus is the cause of the disease of chickenpox . It is understood that the particular virus produces the effect called chickenpox . Hence anything that produces an effect is called a cause
729|has nothing to do with judgment , conception , reasoning and intuition for that matter|Based_on|refers to a thought or a consideration in support of an opinion . Observe the usage of the word ‘ reason ’ in the sentences given below : 1 . What is the reason for your decision ? 2 . You may give me the reason behind your suggestion . In both sentences given above the word ‘ reason ’ is used in the sense of ‘ a thought ’ in support of an opinion or a decision
730|means good enough or something that is sufficient for a need or requirement|defines|Adequate
731|is used in situations where you mean to say sufficient|defines|Enough
732|means good enough or something that is sufficient for a need or requirement|defines|Adequate
733|is used in situations where you mean to say sufficient|defines|Enough
734|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
735|means good enough or something that is sufficient for a need or requirement|opposed|is used in situations where you mean to say sufficient
736|means good enough or something that is sufficient for a need or requirement|Based_on|means good enough or something that is sufficient for a need or requirement
737|means good enough or something that is sufficient for a need or requirement|Based_on|is used in situations where you mean to say sufficient
738|is used in situations where you mean to say sufficient|Based_on|means good enough or something that is sufficient for a need or requirement
739|is used in situations where you mean to say sufficient|Based_on|is used in situations where you mean to say sufficient
740|is the opinion or the method by which one approaches a given situation|defines|Attitude
741|on the other hand makes one to do a particular thing even if the world is watching|defines|Character
742|can not be challenged|defines|reality
743|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
744|is the opinion or the method by which one approaches a given situation|opposed|on the other hand makes one to do a particular thing even if the world is watching
745|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
746|is the opinion or the method by which one approaches a given situation|Based_on|can not be challenged
747|is the opinion or the method by which one approaches a given situation|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
748|on the other hand makes one to do a particular thing even if the world is watching|Based_on|can not be challenged
749|on the other hand makes one to do a particular thing even if the world is watching|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
750|is the very essence of a particular man . It is indeed what the person is within . It is not liable to change|defines|Character
751|is liable to change according to the situation . It is after all a kind of surface emotion|defines|Attitude
752|can not be challenged|defines|reality
753|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
754|is the very essence of a particular man . It is indeed what the person is within . It is not liable to change|opposed|is liable to change according to the situation . It is after all a kind of surface emotion
755|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
756|is the very essence of a particular man . It is indeed what the person is within . It is not liable to change|Based_on|can not be challenged
757|is the very essence of a particular man . It is indeed what the person is within . It is not liable to change|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
758|is liable to change according to the situation . It is after all a kind of surface emotion|Based_on|can not be challenged
759|is liable to change according to the situation . It is after all a kind of surface emotion|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
760|impresses us for it is felt externally|defines|Character
761|are not felt simply because they are well within an individual|defines|Attitudes
762|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|defines|expectations
763|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|defines|reality
764|impresses us for it is felt externally|opposed|are not felt simply because they are well within an individual
765|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|opposed|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
766|impresses us for it is felt externally|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
767|impresses us for it is felt externally|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
768|are not felt simply because they are well within an individual|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
769|are not felt simply because they are well within an individual|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
770|It takes a long time for us to the in others|defines|attitude
771|we can sense the of others in a short period of time|defines|character
772|can not be challenged|defines|reality
773|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
774|It takes a long time for us to the in others|opposed|we can sense the of others in a short period of time
775|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
776|It takes a long time for us to the in others|Based_on|can not be challenged
777|It takes a long time for us to the in others|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
778|we can sense the of others in a short period of time|Based_on|can not be challenged
779|we can sense the of others in a short period of time|Based_on|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
780|can not change in a short period of time|defines|character
781|can change in a short period of time|defines|attitude
782|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits|defines|Virtues
783|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like|defines|Vices
784|can not change in a short period of time|opposed|can change in a short period of time
785|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits|opposed|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
786|can not change in a short period of time|Based_on|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits
787|can not change in a short period of time|Based_on|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
788|can change in a short period of time|Based_on|that build up good character include courage , patience , fortitude , integrity , honesty , loyalty and good habits
789|can change in a short period of time|Based_on|that build up bad character include falsehood , avarice , lust , dishonesty , immodesty and the like
790|can very well be seen by others as it is external|defines|behavior
791|is shelled within the mind of the individual and hence can not be seen by others immediately|defines|attitude
792|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|defines|expectations
793|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect|defines|reality
794|can very well be seen by others as it is external|opposed|is shelled within the mind of the individual and hence can not be seen by others immediately
795|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc|opposed|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
796|can very well be seen by others as it is external|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
797|can very well be seen by others as it is external|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
798|is shelled within the mind of the individual and hence can not be seen by others immediately|Based_on|People can have numerous concerning their lives , such as to educate one ’s self , to be employed in a prestigious organization , to lead a beautiful life with a family , etc
799|is shelled within the mind of the individual and hence can not be seen by others immediately|Based_on|The , on the other hand , is the state of things as they are . Reality includes everything around us , those that can be seen and those that can not be seen . It includes our views , attitudes , life , those who surround us and almost every aspect
800|is always based on reality|defines|truth
801|can be sometimes based on falsehood|defines|knowledge
802|is a philosophical theory that states that the only authentic knowledge is scientific knowledge|defines|Positivism
803|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )|defines|empiricism
804|is always based on reality|opposed|can be sometimes based on falsehood
805|is a philosophical theory that states that the only authentic knowledge is scientific knowledge|opposed|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
806|is always based on reality|Based_on|is a philosophical theory that states that the only authentic knowledge is scientific knowledge
807|is always based on reality|Based_on|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
808|can be sometimes based on falsehood|Based_on|is a philosophical theory that states that the only authentic knowledge is scientific knowledge
809|can be sometimes based on falsehood|Based_on|is a theory that states that the origin of all knowledge is sense experience ( visual , auditory , tactile , gustatory and olfactory sensation )
810|is an existent fact|defines|Reality
811|is an established fact|defines|truth
812|is only limited to telling the truth|defines|truthfulness
813|also includes the quality of being sincere|defines|being honest
814|is an existent fact|opposed|is an established fact
815|is only limited to telling the truth|opposed|also includes the quality of being sincere
816|is an existent fact|Based_on|is only limited to telling the truth
817|is an existent fact|Based_on|also includes the quality of being sincere
818|is an established fact|Based_on|is only limited to telling the truth
819|is an established fact|Based_on|also includes the quality of being sincere
820|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
821|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
822|What is found out in is what is given ultimately as truth|defines|reality
823|Hence needs the observance of reality|defines|truth
824|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
825|What is found out in is what is given ultimately as truth|opposed|Hence needs the observance of reality
826|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|Based_on|What is found out in is what is given ultimately as truth
827|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|Based_on|Hence needs the observance of reality
828|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|Based_on|What is found out in is what is given ultimately as truth
829|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|Based_on|Hence needs the observance of reality
830|tells us about the real nature of a particular thing , experience , existence and the like|defines|Reality
831|tells about the fact that has been invented or experimented|defines|Truth
832|is the way how a person understands something and different people may have different perceptions for the same thing|defines|Perception
833|, on the other hand , is the truth and the actual existence of something|defines|Realty
834|tells us about the real nature of a particular thing , experience , existence and the like|opposed|tells about the fact that has been invented or experimented
835|is the way how a person understands something and different people may have different perceptions for the same thing|opposed|, on the other hand , is the truth and the actual existence of something
836|tells us about the real nature of a particular thing , experience , existence and the like|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
837|tells us about the real nature of a particular thing , experience , existence and the like|Based_on|, on the other hand , is the truth and the actual existence of something
838|tells about the fact that has been invented or experimented|Based_on|is the way how a person understands something and different people may have different perceptions for the same thing
839|tells about the fact that has been invented or experimented|Based_on|, on the other hand , is the truth and the actual existence of something
840|What is found out in is what is given ultimately as truth|defines|reality
841|Hence needs the observance of reality|defines|truth
842|is only limited to telling the truth|defines|truthfulness
843|also includes the quality of being sincere|defines|being honest
844|What is found out in is what is given ultimately as truth|opposed|Hence needs the observance of reality
845|is only limited to telling the truth|opposed|also includes the quality of being sincere
846|What is found out in is what is given ultimately as truth|Based_on|is only limited to telling the truth
847|What is found out in is what is given ultimately as truth|Based_on|also includes the quality of being sincere
848|Hence needs the observance of reality|Based_on|is only limited to telling the truth
849|Hence needs the observance of reality|Based_on|also includes the quality of being sincere
850|can not be challenged|defines|reality
851|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|defines|truth
852|What is found out in is what is given ultimately as truth|defines|reality
853|Hence needs the observance of reality|defines|truth
854|can not be challenged|opposed|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though
855|What is found out in is what is given ultimately as truth|opposed|Hence needs the observance of reality
856|can not be challenged|Based_on|What is found out in is what is given ultimately as truth
857|can not be challenged|Based_on|Hence needs the observance of reality
858|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|Based_on|What is found out in is what is given ultimately as truth
859|can be challenged . Truth can be challenged because it is characterized by facts . Facts can always be challenged and disproved . It is important to note that proven facts are more in number though|Based_on|Hence needs the observance of reality
860|is a property of premises and conclusions|defines|truth
861|is a property of arguments|defines|validity
862|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
863|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
864|is a property of premises and conclusions|opposed|is a property of arguments
865|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
866|is a property of premises and conclusions|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
867|is a property of premises and conclusions|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
868|is a property of arguments|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
869|is a property of arguments|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
870|is the quality of a statement being true or accurate|defines|Truth
871|An argument is when its conclusion follows logically from the premises|defines|valid
872|A is an argument that is valid and has true premises|defines|sound argument
873|an is an argument that is invalid or has at least one false premises|defines|unsound argument
874|is the quality of a statement being true or accurate|opposed|An argument is when its conclusion follows logically from the premises
875|A is an argument that is valid and has true premises|opposed|an is an argument that is invalid or has at least one false premises
876|is the quality of a statement being true or accurate|Based_on|A is an argument that is valid and has true premises
877|is the quality of a statement being true or accurate|Based_on|an is an argument that is invalid or has at least one false premises
878|An argument is when its conclusion follows logically from the premises|Based_on|A is an argument that is valid and has true premises
879|An argument is when its conclusion follows logically from the premises|Based_on|an is an argument that is invalid or has at least one false premises
880|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|defines|premise
881|A in an argument is the main point the arguer is trying to prove|defines|conclusion
882|The refers to the process of deriving generalizations from specific observations|defines|former
883|the refers to the process of drawing specific conclusions from general statements / observations|defines|latter
884|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|opposed|A in an argument is the main point the arguer is trying to prove
885|The refers to the process of deriving generalizations from specific observations|opposed|the refers to the process of drawing specific conclusions from general statements / observations
886|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|The refers to the process of deriving generalizations from specific observations
887|A is a statement that provides evidence or reasons to form a conclusion ; an argument can have more than one premise|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
888|A in an argument is the main point the arguer is trying to prove|Based_on|The refers to the process of deriving generalizations from specific observations
889|A in an argument is the main point the arguer is trying to prove|Based_on|the refers to the process of drawing specific conclusions from general statements / observations
890|is a property of premises and conclusions|defines|truth
891|is a property of arguments|defines|validity
892|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|defines|reality
893|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change|defines|truth
894|is a property of premises and conclusions|opposed|is a property of arguments
895|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature|opposed|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
896|is a property of premises and conclusions|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
897|is a property of premises and conclusions|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
898|is a property of arguments|Based_on|In the same way is the one that does not change its nature in the present and future too . It is always of the same nature
899|is a property of arguments|Based_on|can change its nature in due course . Many scientific truths were disproved in the past . The truth about the planetary motion was re - established later . Hence truth sometimes is bound to change
900|refers to anything that is owned by a person or an entity|defines|property
901|refer to land and buildings on it|defines|premises
902|is a property of premises and conclusions|defines|truth
903|is a property of arguments|defines|validity
904|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings on it
905|is a property of premises and conclusions|opposed|is a property of arguments
906|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
907|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
908|refer to land and buildings on it|Based_on|is a property of premises and conclusions
909|refer to land and buildings on it|Based_on|is a property of arguments
910|can be either tangible , intangible , movable or immovable|defines|Property
911|, which generally refers to a building with the land surrounding it , is tangible and immovable property|defines|Premises
912|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
913|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
914|can be either tangible , intangible , movable or immovable|opposed|, which generally refers to a building with the land surrounding it , is tangible and immovable property
915|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
916|can be either tangible , intangible , movable or immovable|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
917|can be either tangible , intangible , movable or immovable|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
918|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner
919|, which generally refers to a building with the land surrounding it , is tangible and immovable property|Based_on|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
920|refers to anything that is owned by a person or an entity|defines|Property
921|refer to land and buildings and other structures on it|defines|premises
922|is a property of premises and conclusions|defines|truth
923|is a property of arguments|defines|validity
924|refers to anything that is owned by a person or an entity|opposed|refer to land and buildings and other structures on it
925|is a property of premises and conclusions|opposed|is a property of arguments
926|refers to anything that is owned by a person or an entity|Based_on|is a property of premises and conclusions
927|refers to anything that is owned by a person or an entity|Based_on|is a property of arguments
928|refer to land and buildings and other structures on it|Based_on|is a property of premises and conclusions
929|refer to land and buildings and other structures on it|Based_on|is a property of arguments
930|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|defines|Property
931|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|defines|premises
932|is a property of premises and conclusions|defines|truth
933|is a property of arguments|defines|validity
934|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|opposed|refers to only that portion of the property and/or components of it that are the subject of the lease / sale
935|is a property of premises and conclusions|opposed|is a property of arguments
936|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of premises and conclusions
937|can be either tangible , intangible , movable or immovable while premises refers to tangible and immovable property . In real estate , property refers to the entirety of the land , buildings , structures , machinery , equipment , etc . , owned by the landowner|Based_on|is a property of arguments
938|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of premises and conclusions
939|refers to only that portion of the property and/or components of it that are the subject of the lease / sale|Based_on|is a property of arguments
940|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
941|A argument is not necessarily a sound argument|defines|valid
942|a argument is valid and has true premises|defines|sound
943|an argument is invalid and/or has at least one false premises|defines|unsound
944|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|opposed|A argument is not necessarily a sound argument
945|a argument is valid and has true premises|opposed|an argument is invalid and/or has at least one false premises
946|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|a argument is valid and has true premises
947|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|Based_on|an argument is invalid and/or has at least one false premises
948|A argument is not necessarily a sound argument|Based_on|a argument is valid and has true premises
949|A argument is not necessarily a sound argument|Based_on|an argument is invalid and/or has at least one false premises
950|A is an argument that is valid and has true premises|defines|sound argument
951|an is an argument that is invalid or has at least one false premises|defines|unsound argument
952|is a technical feature of an argument . It helps us to determine whether the conclusion of an argument is true|defines|Soundness
953|A argument is not necessarily a sound argument|defines|valid
